date,sku_id,units_sold,revenue,unit_price,promo_flag,category,subcategory,launch_date,unit_cost,list_price,week,month,season,is_holiday,promo_event,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-01-16,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,3,1,Winter,0,,346.0,0.0,29.0,199.0
2025-01-17,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,3,1,Winter,0,,346.0,0.0,29.0,199.0
2025-01-18,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,3,1,Winter,0,,346.0,0.0,29.0,199.0
2025-01-19,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,3,1,Winter,0,,346.0,0.0,29.0,199.0
2025-01-20,SKU0054,4,5690.2,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,4,1,Winter,0,,346.0,0.0,29.0,199.0
2025-01-21,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,4,1,Winter,0,,346.0,0.0,29.0,199.0
2025-01-22,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,4,1,Winter,0,,297.0,0.0,29.0,199.0
2025-01-23,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,4,1,Winter,0,,297.0,0.0,29.0,199.0
2025-01-24,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,4,1,Winter,0,,297.0,0.0,29.0,199.0
2025-01-25,SKU0054,2,2845.1,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,4,1,Winter,0,,297.0,0.0,29.0,199.0
2025-01-26,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,4,1,Winter,1,,297.0,0.0,29.0,199.0
2025-01-27,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,5,1,Winter,0,,297.0,0.0,29.0,199.0
2025-01-28,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,5,1,Winter,0,,297.0,0.0,29.0,199.0
2025-01-29,SKU0054,13,18493.15,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,5,1,Winter,0,,297.0,0.0,29.0,199.0
2025-01-30,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,5,1,Winter,0,,297.0,0.0,29.0,199.0
2025-01-31,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,5,1,Winter,0,,297.0,0.0,29.0,199.0
2025-02-01,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,5,2,Winter,0,,223.0,0.0,29.0,199.0
2025-02-02,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,5,2,Winter,0,,223.0,0.0,29.0,199.0
2025-02-03,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,6,2,Winter,0,,223.0,0.0,29.0,199.0
2025-02-04,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,6,2,Winter,0,,223.0,0.0,29.0,199.0
2025-02-05,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,6,2,Winter,0,,223.0,0.0,29.0,199.0
2025-02-06,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,6,2,Winter,0,,223.0,0.0,29.0,199.0
2025-02-07,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,6,2,Winter,0,,223.0,0.0,29.0,199.0
2025-02-08,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,6,2,Winter,0,,471.0,0.0,29.0,199.0
2025-02-09,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,6,2,Winter,0,,471.0,0.0,29.0,199.0
2025-02-10,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,7,2,Winter,0,,471.0,0.0,29.0,199.0
2025-02-11,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,7,2,Winter,0,,471.0,0.0,29.0,199.0
2025-02-12,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,7,2,Winter,0,,471.0,0.0,29.0,199.0
2025-02-13,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,7,2,Winter,0,,471.0,0.0,29.0,199.0
2025-02-14,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,7,2,Winter,0,,471.0,0.0,29.0,199.0
2025-02-15,SKU0054,3,4267.65,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,7,2,Winter,0,,424.0,0.0,29.0,199.0
2025-02-16,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,7,2,Winter,0,,424.0,0.0,29.0,199.0
2025-02-17,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,8,2,Winter,0,,424.0,0.0,29.0,199.0
2025-02-18,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,8,2,Winter,0,,424.0,0.0,29.0,199.0
2025-02-19,SKU0054,12,17070.6,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,8,2,Winter,0,,424.0,0.0,29.0,199.0
2025-02-20,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,8,2,Winter,0,,424.0,0.0,29.0,199.0
2025-02-21,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,8,2,Winter,0,,424.0,0.0,29.0,199.0
2025-02-22,SKU0054,11,15648.05,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,8,2,Winter,0,,365.0,0.0,29.0,199.0
2025-02-23,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,8,2,Winter,0,,365.0,0.0,29.0,199.0
2025-02-24,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,9,2,Winter,0,,365.0,0.0,29.0,199.0
2025-02-25,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,9,2,Winter,0,,365.0,0.0,29.0,199.0
2025-02-26,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,9,2,Winter,0,,365.0,0.0,29.0,199.0
2025-02-27,SKU0054,4,5690.2,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,9,2,Winter,0,,365.0,0.0,29.0,199.0
2025-02-28,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,9,2,Winter,0,,365.0,0.0,29.0,199.0
2025-03-01,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,9,3,Spring,0,,312.0,0.0,29.0,199.0
2025-03-02,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,9,3,Spring,0,,312.0,0.0,29.0,199.0
2025-03-03,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,10,3,Spring,0,,312.0,0.0,29.0,199.0
2025-03-04,SKU0054,11,15648.05,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,10,3,Spring,0,,312.0,0.0,29.0,199.0
2025-03-05,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,10,3,Spring,0,,312.0,0.0,29.0,199.0
2025-03-06,SKU0054,13,18493.15,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,10,3,Spring,0,,312.0,0.0,29.0,199.0
2025-03-07,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,10,3,Spring,0,,312.0,0.0,29.0,199.0
2025-03-08,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,10,3,Spring,0,,252.0,0.0,29.0,199.0
2025-03-09,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,10,3,Spring,0,,252.0,0.0,29.0,199.0
2025-03-10,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,11,3,Spring,0,,252.0,0.0,29.0,199.0
2025-03-11,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,11,3,Spring,0,,252.0,0.0,29.0,199.0
2025-03-12,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,11,3,Spring,0,,252.0,0.0,29.0,199.0
2025-03-13,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,11,3,Spring,0,,252.0,0.0,29.0,199.0
2025-03-14,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,11,3,Spring,0,,252.0,0.0,29.0,199.0
2025-03-15,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,11,3,Spring,0,,198.0,457.0,29.0,199.0
2025-03-16,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,11,3,Spring,0,,198.0,457.0,29.0,199.0
2025-03-17,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,12,3,Spring,0,,198.0,457.0,29.0,199.0
2025-03-18,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,12,3,Spring,0,,198.0,457.0,29.0,199.0
2025-03-19,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,12,3,Spring,0,,198.0,457.0,29.0,199.0
2025-03-20,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,12,3,Spring,0,,198.0,457.0,29.0,199.0
2025-03-21,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,12,3,Spring,0,,198.0,457.0,29.0,199.0
2025-03-22,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,12,3,Spring,0,,140.0,457.0,29.0,199.0
2025-03-23,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,12,3,Spring,0,,140.0,457.0,29.0,199.0
2025-03-24,SKU0054,14,19915.7,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,13,3,Spring,0,,140.0,457.0,29.0,199.0
2025-03-25,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,13,3,Spring,0,,140.0,457.0,29.0,199.0
2025-03-26,SKU0054,3,4267.65,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,13,3,Spring,0,,140.0,457.0,29.0,199.0
2025-03-27,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,13,3,Spring,0,,140.0,457.0,29.0,199.0
2025-03-28,SKU0054,4,5690.2,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,13,3,Spring,0,,140.0,457.0,29.0,199.0
2025-03-29,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,13,3,Spring,0,,140.0,457.0,29.0,199.0
2025-03-30,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,13,3,Spring,0,,140.0,457.0,29.0,199.0
2025-03-31,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,14,3,Spring,0,,140.0,457.0,29.0,199.0
2025-04-01,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,14,4,Spring,0,,75.0,457.0,29.0,199.0
2025-04-02,SKU0054,11,15648.05,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,14,4,Spring,0,,75.0,457.0,29.0,199.0
2025-04-03,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,14,4,Spring,0,,75.0,457.0,29.0,199.0
2025-04-04,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,14,4,Spring,0,,75.0,457.0,29.0,199.0
2025-04-05,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,14,4,Spring,0,,75.0,457.0,29.0,199.0
2025-04-06,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,14,4,Spring,0,,75.0,457.0,29.0,199.0
2025-04-07,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,15,4,Spring,0,,75.0,457.0,29.0,199.0
2025-04-08,SKU0054,13,18493.15,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,15,4,Spring,0,,463.0,0.0,29.0,199.0
2025-04-09,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,15,4,Spring,0,,463.0,0.0,29.0,199.0
2025-04-10,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,15,4,Spring,0,,463.0,0.0,29.0,199.0
2025-04-11,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,15,4,Spring,0,,463.0,0.0,29.0,199.0
2025-04-12,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,15,4,Spring,0,,463.0,0.0,29.0,199.0
2025-04-13,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,15,4,Spring,0,,463.0,0.0,29.0,199.0
2025-04-14,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,16,4,Spring,0,,463.0,0.0,29.0,199.0
2025-04-15,SKU0054,11,15648.05,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,16,4,Spring,0,,402.0,0.0,29.0,199.0
2025-04-16,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,16,4,Spring,0,,402.0,0.0,29.0,199.0
2025-04-17,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,16,4,Spring,0,,402.0,0.0,29.0,199.0
2025-04-18,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,16,4,Spring,0,,402.0,0.0,29.0,199.0
2025-04-19,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,16,4,Spring,0,,402.0,0.0,29.0,199.0
2025-04-20,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,16,4,Spring,0,,402.0,0.0,29.0,199.0
2025-04-21,SKU0054,3,4267.65,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,17,4,Spring,0,,402.0,0.0,29.0,199.0
2025-04-22,SKU0054,13,18493.15,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,17,4,Spring,0,,351.0,0.0,29.0,199.0
2025-04-23,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,17,4,Spring,0,,351.0,0.0,29.0,199.0
2025-04-24,SKU0054,12,17070.6,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,17,4,Spring,0,,351.0,0.0,29.0,199.0
2025-04-25,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,17,4,Spring,0,,351.0,0.0,29.0,199.0
2025-04-26,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,17,4,Spring,0,,351.0,0.0,29.0,199.0
2025-04-27,SKU0054,2,2845.1,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,17,4,Spring,0,,351.0,0.0,29.0,199.0
2025-04-28,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,18,4,Spring,0,,351.0,0.0,29.0,199.0
2025-04-29,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,18,4,Spring,0,,351.0,0.0,29.0,199.0
2025-04-30,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,18,4,Spring,0,,351.0,0.0,29.0,199.0
2025-05-01,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,18,5,Spring,0,,280.0,0.0,29.0,199.0
2025-05-02,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,18,5,Spring,0,,280.0,0.0,29.0,199.0
2025-05-03,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,18,5,Spring,0,,280.0,0.0,29.0,199.0
2025-05-04,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,18,5,Spring,0,,280.0,0.0,29.0,199.0
2025-05-05,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,19,5,Spring,0,,280.0,0.0,29.0,199.0
2025-05-06,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,19,5,Spring,0,,280.0,0.0,29.0,199.0
2025-05-07,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,19,5,Spring,0,,280.0,0.0,29.0,199.0
2025-05-08,SKU0054,11,15648.05,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,19,5,Spring,0,,215.0,0.0,29.0,199.0
2025-05-09,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,19,5,Spring,0,,215.0,0.0,29.0,199.0
2025-05-10,SKU0054,1,1422.55,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,19,5,Spring,0,,215.0,0.0,29.0,199.0
2025-05-11,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,19,5,Spring,0,,215.0,0.0,29.0,199.0
2025-05-12,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,20,5,Spring,0,,215.0,0.0,29.0,199.0
2025-05-13,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,20,5,Spring,0,,215.0,0.0,29.0,199.0
2025-05-14,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,20,5,Spring,0,,215.0,0.0,29.0,199.0
2025-05-15,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,20,5,Spring,0,,171.0,344.0,29.0,199.0
2025-05-16,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,20,5,Spring,0,,171.0,344.0,29.0,199.0
2025-05-17,SKU0054,2,2845.1,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,20,5,Spring,0,,171.0,344.0,29.0,199.0
2025-05-18,SKU0054,4,5690.2,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,20,5,Spring,0,,171.0,344.0,29.0,199.0
2025-05-19,SKU0054,11,15648.05,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,21,5,Spring,0,,171.0,344.0,29.0,199.0
2025-05-20,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,21,5,Spring,0,,171.0,344.0,29.0,199.0
2025-05-21,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,21,5,Spring,0,,171.0,344.0,29.0,199.0
2025-05-22,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,21,5,Spring,0,,122.0,344.0,29.0,199.0
2025-05-23,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,21,5,Spring,0,,122.0,344.0,29.0,199.0
2025-05-24,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,21,5,Spring,0,,122.0,344.0,29.0,199.0
2025-05-25,SKU0054,6,8535.3,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,21,5,Spring,0,,122.0,344.0,29.0,199.0
2025-05-26,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,22,5,Spring,0,,122.0,344.0,29.0,199.0
2025-05-27,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,22,5,Spring,0,,122.0,344.0,29.0,199.0
2025-05-28,SKU0054,13,18493.15,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,22,5,Spring,0,,122.0,344.0,29.0,199.0
2025-05-29,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,22,5,Spring,0,,122.0,344.0,29.0,199.0
2025-05-30,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,22,5,Spring,0,,122.0,344.0,29.0,199.0
2025-05-31,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,22,5,Spring,0,,122.0,344.0,29.0,199.0
2025-06-01,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,22,6,Summer,0,,44.0,344.0,29.0,199.0
2025-06-02,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,23,6,Summer,0,,44.0,344.0,29.0,199.0
2025-06-03,SKU0054,12,17070.6,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,23,6,Summer,0,,44.0,344.0,29.0,199.0
2025-06-04,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,23,6,Summer,0,,44.0,344.0,29.0,199.0
2025-06-05,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,23,6,Summer,0,,44.0,344.0,29.0,199.0
2025-06-06,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,23,6,Summer,0,,44.0,344.0,29.0,199.0
2025-06-07,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,23,6,Summer,0,,44.0,344.0,29.0,199.0
2025-06-08,SKU0054,1,1422.55,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,23,6,Summer,0,,335.0,0.0,29.0,199.0
2025-06-09,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,24,6,Summer,0,,335.0,0.0,29.0,199.0
2025-06-10,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,24,6,Summer,0,,335.0,0.0,29.0,199.0
2025-06-11,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,24,6,Summer,0,,335.0,0.0,29.0,199.0
2025-06-12,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,24,6,Summer,0,,335.0,0.0,29.0,199.0
2025-06-13,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,24,6,Summer,0,,335.0,0.0,29.0,199.0
2025-06-14,SKU0054,4,5690.2,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,24,6,Summer,0,,335.0,0.0,29.0,199.0
2025-06-15,SKU0054,16,19346.68,1209.17,1,Furnishings,Sofas,2024-05-22,818.22,1422.55,24,6,Summer,0,Summer Sale,271.0,0.0,29.0,199.0
2025-06-16,SKU0054,13,15719.18,1209.17,1,Furnishings,Sofas,2024-05-22,818.22,1422.55,25,6,Summer,0,Summer Sale,271.0,0.0,29.0,199.0
2025-06-17,SKU0054,24,29020.02,1209.17,1,Furnishings,Sofas,2024-05-22,818.22,1422.55,25,6,Summer,0,Summer Sale,271.0,0.0,29.0,199.0
2025-06-18,SKU0054,20,24183.35,1209.17,1,Furnishings,Sofas,2024-05-22,818.22,1422.55,25,6,Summer,0,Summer Sale,271.0,0.0,29.0,199.0
2025-06-19,SKU0054,16,19346.68,1209.17,1,Furnishings,Sofas,2024-05-22,818.22,1422.55,25,6,Summer,0,Summer Sale,271.0,0.0,29.0,199.0
2025-06-20,SKU0054,13,15719.18,1209.17,1,Furnishings,Sofas,2024-05-22,818.22,1422.55,25,6,Summer,0,Summer Sale,271.0,0.0,29.0,199.0
2025-06-21,SKU0054,7,8464.17,1209.17,1,Furnishings,Sofas,2024-05-22,818.22,1422.55,25,6,Summer,0,Summer Sale,271.0,0.0,29.0,199.0
2025-06-22,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,25,6,Summer,0,,171.0,397.0,29.0,199.0
2025-06-23,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,26,6,Summer,0,,171.0,397.0,29.0,199.0
2025-06-24,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,26,6,Summer,0,,171.0,397.0,29.0,199.0
2025-06-25,SKU0054,10,14225.5,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,26,6,Summer,0,,171.0,397.0,29.0,199.0
2025-06-26,SKU0054,4,5690.2,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,26,6,Summer,0,,171.0,397.0,29.0,199.0
2025-06-27,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,26,6,Summer,0,,171.0,397.0,29.0,199.0
2025-06-28,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,26,6,Summer,0,,171.0,397.0,29.0,199.0
2025-06-29,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,26,6,Summer,0,,171.0,397.0,29.0,199.0
2025-06-30,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,27,6,Summer,0,,171.0,397.0,29.0,199.0
2025-07-01,SKU0054,7,9957.85,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,27,7,Summer,0,,104.0,397.0,29.0,199.0
2025-07-02,SKU0054,9,12802.95,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,27,7,Summer,0,,104.0,397.0,29.0,199.0
2025-07-03,SKU0054,5,7112.75,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,27,7,Summer,0,,104.0,397.0,29.0,199.0
2025-07-04,SKU0054,12,17070.6,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,27,7,Summer,0,,104.0,397.0,29.0,199.0
2025-07-05,SKU0054,8,11380.4,1422.55,0,Furnishings,Sofas,2024-05-22,818.22,1422.55,27,7,Summer,0,,104.0,397.0,29.0,199.0
