date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-11-08,SKU0026,96.0,0.0,13,90.0
2025-11-15,SKU0026,260.0,0.0,13,90.0
2025-11-22,SKU0026,223.0,0.0,13,90.0
2025-12-01,SKU0026,159.0,0.0,13,90.0
2025-12-08,SKU0026,124.0,0.0,13,90.0
2025-12-15,SKU0026,83.0,155.0,13,90.0
2025-12-22,SKU0026,45.0,155.0,13,90.0
2025-04-08,SKU0027,234.0,3370.0,24,957.0
2025-04-15,SKU0027,1.0,3370.0,24,957.0
2025-04-22,SKU0027,1.0,3370.0,24,957.0
2025-05-01,SKU0027,3371.0,0.0,24,957.0
2025-05-08,SKU0027,2989.0,0.0,24,957.0
2025-05-15,SKU0027,2615.0,0.0,24,957.0
2025-05-22,SKU0027,2224.0,0.0,24,957.0
2025-06-01,SKU0027,1714.0,0.0,24,957.0
2025-06-08,SKU0027,1386.0,0.0,24,957.0
2025-06-15,SKU0027,994.0,0.0,24,957.0
2025-06-22,SKU0027,4899.0,0.0,24,957.0
2025-07-01,SKU0027,4456.0,0.0,24,957.0
2025-07-08,SKU0027,4174.0,0.0,24,957.0
2025-07-15,SKU0027,3849.0,0.0,24,957.0
2025-07-22,SKU0027,3561.0,0.0,24,957.0
2025-08-01,SKU0027,3134.0,0.0,24,957.0
2025-08-08,SKU0027,3013.0,0.0,24,957.0
2025-08-15,SKU0027,2790.0,0.0,24,957.0
2025-08-22,SKU0027,2598.0,0.0,24,957.0
2025-09-01,SKU0027,2355.0,0.0,24,957.0
2025-09-08,SKU0027,2217.0,0.0,24,957.0
2025-09-15,SKU0027,2075.0,0.0,24,957.0
2025-09-22,SKU0027,1966.0,0.0,24,957.0
2025-10-01,SKU0027,1715.0,0.0,24,957.0
2025-10-08,SKU0027,1552.0,0.0,24,957.0
2025-10-15,SKU0027,1335.0,0.0,24,957.0
2025-10-22,SKU0027,1054.0,0.0,24,957.0
2025-11-01,SKU0027,835.0,4057.0,24,957.0
2025-11-08,SKU0027,652.0,4057.0,24,957.0
2025-11-15,SKU0027,4519.0,0.0,24,957.0
2025-11-22,SKU0027,4388.0,0.0,24,957.0
2025-12-01,SKU0027,4047.0,0.0,24,957.0
2025-12-08,SKU0027,3778.0,0.0,24,957.0
2025-12-15,SKU0027,3570.0,0.0,24,957.0
2025-12-22,SKU0027,3412.0,0.0,24,957.0
2025-05-01,SKU0028,0.0,1245.0,21,825.0
2025-05-08,SKU0028,0.0,1245.0,21,825.0
2025-05-15,SKU0028,1245.0,0.0,21,825.0
2025-05-22,SKU0028,922.0,0.0,21,825.0
2025-06-01,SKU0028,506.0,1911.0,21,825.0
2025-06-08,SKU0028,2128.0,0.0,21,825.0
2025-06-15,SKU0028,1826.0,0.0,21,825.0
2025-06-22,SKU0028,1284.0,0.0,21,825.0
2025-07-01,SKU0028,893.0,0.0,21,825.0
2025-07-08,SKU0028,579.0,1740.0,21,825.0
2025-07-15,SKU0028,312.0,1740.0,21,825.0
2025-07-22,SKU0028,1782.0,0.0,21,825.0
2025-08-01,SKU0028,1388.0,0.0,21,825.0
2025-08-08,SKU0028,1154.0,0.0,21,825.0
2025-08-15,SKU0028,894.0,0.0,21,825.0
2025-08-22,SKU0028,656.0,1883.0,21,825.0
2025-09-01,SKU0028,2168.0,0.0,21,825.0
2025-09-08,SKU0028,1951.0,0.0,21,825.0
2025-09-15,SKU0028,1718.0,0.0,21,825.0
2025-09-22,SKU0028,1446.0,0.0,21,825.0
2025-10-01,SKU0028,1161.0,0.0,21,825.0
2025-10-08,SKU0028,935.0,0.0,21,825.0
2025-10-15,SKU0028,716.0,1268.0,21,825.0
2025-10-22,SKU0028,357.0,1268.0,21,825.0
2025-11-01,SKU0028,1319.0,0.0,21,825.0
2025-11-08,SKU0028,1091.0,0.0,21,825.0
2025-11-15,SKU0028,853.0,0.0,21,825.0
2025-11-22,SKU0028,2125.0,0.0,21,825.0
2025-12-01,SKU0028,1641.0,0.0,21,825.0
2025-12-08,SKU0028,1346.0,0.0,21,825.0
2025-12-15,SKU0028,1090.0,0.0,21,825.0
2025-12-22,SKU0028,815.0,1751.0,21,825.0
2024-09-08,SKU0029,228.0,0.0,8,30.0
2024-09-15,SKU0029,209.0,0.0,8,30.0
2024-09-22,SKU0029,188.0,0.0,8,30.0
2024-10-01,SKU0029,163.0,0.0,8,30.0
2024-10-08,SKU0029,148.0,0.0,8,30.0
2024-10-15,SKU0029,128.0,0.0,8,30.0
2024-10-22,SKU0029,101.0,0.0,8,30.0
2024-11-01,SKU0029,78.0,0.0,8,30.0
2024-11-08,SKU0029,59.0,0.0,8,30.0
2024-11-15,SKU0029,39.0,0.0,8,30.0
2024-11-22,SKU0029,22.0,18.0,8,30.0
2024-12-01,SKU0029,12.0,0.0,8,30.0
2024-12-08,SKU0029,0.0,23.0,8,30.0
2024-12-15,SKU0029,23.0,18.0,8,30.0
2024-12-22,SKU0029,4.0,18.0,8,30.0
2025-01-01,SKU0029,13.0,0.0,8,30.0
2025-01-08,SKU0029,23.0,0.0,8,30.0
2025-01-15,SKU0029,5.0,24.0,8,30.0
2025-01-22,SKU0029,10.0,20.0,8,30.0
2025-02-01,SKU0029,17.0,0.0,8,30.0
2025-02-08,SKU0029,1.0,15.0,8,30.0
2025-02-15,SKU0029,1.0,19.0,8,30.0
2025-02-22,SKU0029,3.0,20.0,8,30.0
2025-03-01,SKU0029,12.0,20.0,8,30.0
2025-03-08,SKU0029,13.0,18.0,8,30.0
2025-03-15,SKU0029,13.0,0.0,8,30.0
2025-03-22,SKU0029,11.0,0.0,8,30.0
2025-04-01,SKU0029,5.0,22.0,8,30.0
2025-04-08,SKU0029,16.0,15.0,8,30.0
2025-04-15,SKU0029,12.0,23.0,8,30.0
2025-04-22,SKU0029,24.0,18.0,8,30.0
2025-05-01,SKU0029,16.0,13.0,8,30.0
2025-05-08,SKU0029,13.0,20.0,8,30.0
2025-05-15,SKU0029,0.0,20.0,8,30.0
2025-05-22,SKU0029,4.0,14.0,8,30.0
2025-06-01,SKU0029,24.0,13.0,8,30.0
2025-06-08,SKU0029,3.0,13.0,8,30.0
2025-06-15,SKU0029,1.0,14.0,8,30.0
2025-06-22,SKU0029,0.0,12.0,8,30.0
2025-07-01,SKU0029,1.0,16.0,8,30.0
2025-07-08,SKU0029,8.0,21.0,8,30.0
2025-07-15,SKU0029,12.0,18.0,8,30.0
2025-07-22,SKU0029,13.0,0.0,8,30.0
2025-08-01,SKU0029,7.0,24.0,8,30.0
2025-08-08,SKU0029,15.0,23.0,8,30.0
2025-08-15,SKU0029,21.0,23.0,8,30.0
2025-08-22,SKU0029,28.0,13.0,8,30.0
2025-09-01,SKU0029,18.0,0.0,8,30.0
2025-09-08,SKU0029,18.0,16.0,8,30.0
2025-09-15,SKU0029,19.0,24.0,8,30.0
2025-09-22,SKU0029,26.0,17.0,8,30.0
2025-10-01,SKU0029,26.0,22.0,8,30.0
2025-10-08,SKU0029,35.0,0.0,8,30.0
2025-10-15,SKU0029,32.0,0.0,8,30.0
2025-10-22,SKU0029,6.0,19.0,8,30.0
2025-11-01,SKU0029,26.0,20.0,8,30.0
2025-11-08,SKU0029,30.0,0.0,8,30.0
2025-11-15,SKU0029,13.0,16.0,8,30.0
2025-11-22,SKU0029,13.0,18.0,8,30.0
2025-12-01,SKU0029,1.0,15.0,8,30.0
2025-12-08,SKU0029,6.0,24.0,8,30.0
2025-12-15,SKU0029,15.0,14.0,8,30.0
2025-12-22,SKU0029,12.0,19.0,8,30.0
2024-06-15,SKU0030,40.0,1729.0,16,487.0
2024-06-22,SKU0030,1.0,1729.0,16,487.0
2024-07-01,SKU0030,1707.0,0.0,16,487.0
2024-07-08,SKU0030,1520.0,0.0,16,487.0
2024-07-15,SKU0030,1350.0,0.0,16,487.0
2024-07-22,SKU0030,1175.0,0.0,16,487.0
2024-08-01,SKU0030,904.0,0.0,16,487.0
2024-08-08,SKU0030,732.0,0.0,16,487.0
2024-08-15,SKU0030,576.0,0.0,16,487.0
2024-08-22,SKU0030,406.0,1799.0,16,487.0
2024-09-01,SKU0030,219.0,1799.0,16,487.0
2024-09-08,SKU0030,1898.0,0.0,16,487.0
2024-09-15,SKU0030,1757.0,0.0,16,487.0
2024-09-22,SKU0030,1622.0,0.0,16,487.0
2024-10-01,SKU0030,1458.0,0.0,16,487.0
2024-10-08,SKU0030,1342.0,0.0,16,487.0
2024-10-15,SKU0030,1190.0,0.0,16,487.0
2024-10-22,SKU0030,992.0,0.0,16,487.0
2024-11-01,SKU0030,801.0,0.0,16,487.0
2024-11-08,SKU0030,679.0,0.0,16,487.0
2024-11-15,SKU0030,586.0,0.0,16,487.0
2024-11-22,SKU0030,464.0,1570.0,16,487.0
2024-12-01,SKU0030,256.0,1570.0,16,487.0
2024-12-08,SKU0030,1690.0,0.0,16,487.0
2024-12-15,SKU0030,1587.0,0.0,16,487.0
2024-12-22,SKU0030,1474.0,0.0,16,487.0
2025-01-01,SKU0030,1333.0,0.0,16,487.0
2025-01-08,SKU0030,1158.0,0.0,16,487.0
2025-01-15,SKU0030,1049.0,0.0,16,487.0
2025-01-22,SKU0030,956.0,0.0,16,487.0
2025-02-01,SKU0030,818.0,0.0,16,487.0
2025-02-08,SKU0030,734.0,0.0,16,487.0
2025-02-15,SKU0030,632.0,0.0,16,487.0
2025-02-22,SKU0030,539.0,0.0,16,487.0
2025-03-01,SKU0030,449.0,1845.0,16,487.0
2025-03-08,SKU0030,374.0,1845.0,16,487.0
2025-03-15,SKU0030,2145.0,0.0,16,487.0
2025-03-22,SKU0030,2049.0,0.0,16,487.0
2025-04-01,SKU0030,1945.0,0.0,16,487.0
2025-04-08,SKU0030,1881.0,0.0,16,487.0
2025-04-15,SKU0030,1813.0,0.0,16,487.0
2025-04-22,SKU0030,1756.0,0.0,16,487.0
2025-05-01,SKU0030,1671.0,0.0,16,487.0
2025-05-08,SKU0030,1609.0,0.0,16,487.0
2025-05-15,SKU0030,1571.0,0.0,16,487.0
2025-05-22,SKU0030,1536.0,0.0,16,487.0
2025-06-01,SKU0030,1491.0,0.0,16,487.0
2025-06-08,SKU0030,1456.0,0.0,16,487.0
2025-06-15,SKU0030,1437.0,0.0,16,487.0
2025-06-22,SKU0030,1406.0,0.0,16,487.0
2025-07-01,SKU0030,1383.0,0.0,16,487.0
2025-07-08,SKU0030,1337.0,0.0,16,487.0
2025-07-15,SKU0030,1317.0,0.0,16,487.0
2025-07-22,SKU0030,1315.0,0.0,16,487.0
2025-08-01,SKU0030,1288.0,0.0,16,487.0
2025-08-08,SKU0030,1277.0,0.0,16,487.0
2025-08-15,SKU0030,1262.0,0.0,16,487.0
2025-08-22,SKU0030,1251.0,0.0,16,487.0
2025-09-01,SKU0030,1226.0,0.0,16,487.0
2025-09-08,SKU0030,1214.0,0.0,16,487.0
2025-09-15,SKU0030,1206.0,0.0,16,487.0
2025-09-22,SKU0030,1202.0,0.0,16,487.0
2025-10-01,SKU0030,1194.0,0.0,16,487.0
2025-10-08,SKU0030,1176.0,0.0,16,487.0
2025-10-15,SKU0030,1168.0,0.0,16,487.0
2025-10-22,SKU0030,1154.0,0.0,16,487.0
2025-11-01,SKU0030,1128.0,0.0,16,487.0
2025-11-08,SKU0030,1119.0,0.0,16,487.0
2025-11-15,SKU0030,1100.0,0.0,16,487.0
2025-11-22,SKU0030,1091.0,0.0,16,487.0
2025-12-01,SKU0030,1077.0,0.0,16,487.0
2025-12-08,SKU0030,1059.0,0.0,16,487.0
2025-12-15,SKU0030,1039.0,0.0,16,487.0
2025-12-22,SKU0030,1015.0,0.0,16,487.0
2025-04-01,SKU0031,1.0,1276.0,28,589.0
2025-04-08,SKU0031,1.0,1276.0,28,589.0
2025-04-15,SKU0031,1.0,1276.0,28,589.0
2025-04-22,SKU0031,1254.0,0.0,28,589.0
2025-05-01,SKU0031,1013.0,0.0,28,589.0
2025-05-08,SKU0031,851.0,0.0,28,589.0
2025-05-15,SKU0031,665.0,0.0,28,589.0
2025-05-22,SKU0031,491.0,1131.0,28,589.0
2025-06-01,SKU0031,277.0,1131.0,28,589.0
2025-06-08,SKU0031,97.0,1131.0,28,589.0
2025-06-15,SKU0031,0.0,1131.0,28,589.0
2025-06-22,SKU0031,913.0,0.0,28,589.0
2025-07-01,SKU0031,700.0,0.0,28,589.0
2025-07-08,SKU0031,579.0,1359.0,28,589.0
2025-07-15,SKU0031,1812.0,0.0,28,589.0
2025-07-22,SKU0031,1665.0,0.0,28,589.0
2025-08-01,SKU0031,1480.0,0.0,28,589.0
2025-08-08,SKU0031,1379.0,0.0,28,589.0
2025-08-15,SKU0031,1278.0,0.0,28,589.0
2025-08-22,SKU0031,1158.0,0.0,28,589.0
2025-09-01,SKU0031,1028.0,0.0,28,589.0
2025-09-08,SKU0031,951.0,0.0,28,589.0
2025-09-15,SKU0031,883.0,0.0,28,589.0
2025-09-22,SKU0031,806.0,0.0,28,589.0
2025-10-01,SKU0031,711.0,0.0,28,589.0
2025-10-08,SKU0031,649.0,0.0,28,589.0
2025-10-15,SKU0031,588.0,992.0,28,589.0
2025-10-22,SKU0031,481.0,992.0,28,589.0
2025-11-01,SKU0031,387.0,992.0,28,589.0
2025-11-08,SKU0031,1305.0,0.0,28,589.0
2025-11-15,SKU0031,1228.0,0.0,28,589.0
2025-11-22,SKU0031,1152.0,0.0,28,589.0
2025-12-01,SKU0031,981.0,0.0,28,589.0
2025-12-08,SKU0031,882.0,0.0,28,589.0
2025-12-15,SKU0031,783.0,0.0,28,589.0
2025-12-22,SKU0031,677.0,0.0,28,589.0
2024-05-22,SKU0032,153.0,486.0,22,320.0
2024-06-01,SKU0032,17.0,486.0,22,320.0
2024-06-08,SKU0032,0.0,486.0,22,320.0
2024-06-15,SKU0032,429.0,0.0,22,320.0
2024-06-22,SKU0032,266.0,748.0,22,320.0
2024-07-01,SKU0032,130.0,748.0,22,320.0
2024-07-08,SKU0032,778.0,0.0,22,320.0
2024-07-15,SKU0032,699.0,0.0,22,320.0
2024-07-22,SKU0032,609.0,0.0,22,320.0
2024-08-01,SKU0032,479.0,0.0,22,320.0
2024-08-08,SKU0032,396.0,0.0,22,320.0
2024-08-15,SKU0032,312.0,578.0,22,320.0
2024-08-22,SKU0032,808.0,0.0,22,320.0
2024-09-01,SKU0032,701.0,0.0,22,320.0
2024-09-08,SKU0032,623.0,0.0,22,320.0
2024-09-15,SKU0032,543.0,0.0,22,320.0
2024-09-22,SKU0032,463.0,0.0,22,320.0
2024-10-01,SKU0032,361.0,0.0,22,320.0
2024-10-08,SKU0032,279.0,664.0,22,320.0
2024-10-15,SKU0032,191.0,664.0,22,320.0
2024-10-22,SKU0032,708.0,0.0,22,320.0
2024-11-01,SKU0032,578.0,0.0,22,320.0
2024-11-08,SKU0032,486.0,0.0,22,320.0
2024-11-15,SKU0032,400.0,0.0,22,320.0
2024-11-22,SKU0032,306.0,681.0,22,320.0
2024-12-01,SKU0032,120.0,681.0,22,320.0
2024-12-08,SKU0032,716.0,0.0,22,320.0
2024-12-15,SKU0032,641.0,0.0,22,320.0
2024-12-22,SKU0032,548.0,0.0,22,320.0
2025-01-01,SKU0032,407.0,0.0,22,320.0
2025-01-08,SKU0032,258.0,586.0,22,320.0
2025-01-15,SKU0032,168.0,586.0,22,320.0
2025-01-22,SKU0032,664.0,0.0,22,320.0
2025-02-01,SKU0032,544.0,0.0,22,320.0
2025-02-08,SKU0032,440.0,0.0,22,320.0
2025-02-15,SKU0032,338.0,0.0,22,320.0
2025-02-22,SKU0032,231.0,570.0,22,320.0
2025-03-01,SKU0032,124.0,570.0,22,320.0
2025-03-08,SKU0032,601.0,0.0,22,320.0
2025-03-15,SKU0032,497.0,0.0,22,320.0
2025-03-22,SKU0032,385.0,0.0,22,320.0
2025-04-01,SKU0032,223.0,638.0,22,320.0
2025-04-08,SKU0032,102.0,638.0,22,320.0
2025-04-15,SKU0032,638.0,0.0,22,320.0
2025-04-22,SKU0032,525.0,0.0,22,320.0
2025-05-01,SKU0032,373.0,0.0,22,320.0
2025-05-08,SKU0032,776.0,0.0,22,320.0
2025-05-15,SKU0032,667.0,0.0,22,320.0
2025-05-22,SKU0032,545.0,0.0,22,320.0
2025-06-01,SKU0032,397.0,0.0,22,320.0
2025-06-08,SKU0032,291.0,703.0,22,320.0
2025-06-15,SKU0032,159.0,703.0,22,320.0
2025-06-22,SKU0032,693.0,0.0,22,320.0
2025-07-01,SKU0032,558.0,0.0,22,320.0
2025-07-08,SKU0032,444.0,0.0,22,320.0
2025-07-15,SKU0032,347.0,0.0,22,320.0
2025-07-22,SKU0032,251.0,712.0,22,320.0
2025-08-01,SKU0032,93.0,712.0,22,320.0
2025-08-08,SKU0032,711.0,0.0,22,320.0
2025-08-15,SKU0032,603.0,0.0,22,320.0
2025-08-22,SKU0032,504.0,0.0,22,320.0
2025-09-01,SKU0032,373.0,0.0,22,320.0
2025-09-08,SKU0032,286.0,501.0,22,320.0
2025-09-15,SKU0032,196.0,501.0,22,320.0
2025-09-22,SKU0032,610.0,0.0,22,320.0
2025-10-01,SKU0032,491.0,0.0,22,320.0
2025-10-08,SKU0032,397.0,0.0,22,320.0
2025-10-15,SKU0032,285.0,672.0,22,320.0
2025-10-22,SKU0032,124.0,672.0,22,320.0
2025-11-01,SKU0032,670.0,0.0,22,320.0
2025-11-08,SKU0032,578.0,0.0,22,320.0
2025-11-15,SKU0032,487.0,0.0,22,320.0
2025-11-22,SKU0032,399.0,0.0,22,320.0
2025-12-01,SKU0032,210.0,632.0,22,320.0
2025-12-08,SKU0032,105.0,632.0,22,320.0
2025-12-15,SKU0032,643.0,0.0,22,320.0
2025-12-22,SKU0032,535.0,0.0,22,320.0
2025-04-08,SKU0033,235.0,0.0,14,172.0
2025-04-15,SKU0033,151.0,726.0,14,172.0
2025-04-22,SKU0033,780.0,0.0,14,172.0
2025-05-01,SKU0033,643.0,0.0,14,172.0
2025-05-08,SKU0033,566.0,0.0,14,172.0
2025-05-15,SKU0033,468.0,0.0,14,172.0
2025-05-22,SKU0033,373.0,0.0,14,172.0
2025-06-01,SKU0033,263.0,0.0,14,172.0
2025-06-08,SKU0033,197.0,0.0,14,172.0
2025-06-15,SKU0033,780.0,0.0,14,172.0
2025-06-22,SKU0033,662.0,0.0,14,172.0
2025-07-01,SKU0033,547.0,0.0,14,172.0
2025-07-08,SKU0033,486.0,0.0,14,172.0
2025-07-15,SKU0033,412.0,0.0,14,172.0
2025-07-22,SKU0033,352.0,0.0,14,172.0
2025-08-01,SKU0033,251.0,0.0,14,172.0
2025-08-08,SKU0033,193.0,0.0,14,172.0
2025-08-15,SKU0033,144.0,586.0,14,172.0
2025-08-22,SKU0033,676.0,0.0,14,172.0
2025-09-01,SKU0033,592.0,0.0,14,172.0
2025-09-08,SKU0033,546.0,0.0,14,172.0
2025-09-15,SKU0033,509.0,0.0,14,172.0
2025-09-22,SKU0033,466.0,0.0,14,172.0
2025-10-01,SKU0033,421.0,0.0,14,172.0
2025-10-08,SKU0033,375.0,0.0,14,172.0
2025-10-15,SKU0033,342.0,0.0,14,172.0
2025-10-22,SKU0033,273.0,0.0,14,172.0
2025-11-01,SKU0033,222.0,0.0,14,172.0
2025-11-08,SKU0033,176.0,0.0,14,172.0
2025-11-15,SKU0033,945.0,0.0,14,172.0
2025-11-22,SKU0033,905.0,0.0,14,172.0
2025-12-01,SKU0033,802.0,0.0,14,172.0
2025-12-08,SKU0033,753.0,0.0,14,172.0
2025-12-15,SKU0033,705.0,0.0,14,172.0
2025-12-22,SKU0033,654.0,0.0,14,172.0
2025-02-22,SKU0034,10.0,656.0,25,379.0
2025-03-01,SKU0034,1.0,656.0,25,379.0
2025-03-08,SKU0034,1.0,656.0,25,379.0
2025-03-15,SKU0034,657.0,0.0,25,379.0
2025-03-22,SKU0034,476.0,0.0,25,379.0
2025-04-01,SKU0034,209.0,740.0,25,379.0
2025-04-08,SKU0034,17.0,740.0,25,379.0
2025-04-15,SKU0034,575.0,0.0,25,379.0
2025-04-22,SKU0034,402.0,0.0,25,379.0
2025-05-01,SKU0034,124.0,755.0,25,379.0
2025-05-08,SKU0034,704.0,0.0,25,379.0
2025-05-15,SKU0034,526.0,0.0,25,379.0
2025-05-22,SKU0034,348.0,636.0,25,379.0
2025-06-01,SKU0034,725.0,0.0,25,379.0
2025-06-08,SKU0034,550.0,0.0,25,379.0
2025-06-15,SKU0034,337.0,662.0,25,379.0
2025-06-22,SKU0034,27.0,662.0,25,379.0
2025-07-01,SKU0034,469.0,0.0,25,379.0
2025-07-08,SKU0034,315.0,646.0,25,379.0
2025-07-15,SKU0034,187.0,646.0,25,379.0
2025-07-22,SKU0034,676.0,0.0,25,379.0
2025-08-01,SKU0034,499.0,0.0,25,379.0
2025-08-08,SKU0034,397.0,0.0,25,379.0
2025-08-15,SKU0034,1068.0,0.0,25,379.0
2025-08-22,SKU0034,955.0,0.0,25,379.0
2025-09-01,SKU0034,813.0,0.0,25,379.0
2025-09-08,SKU0034,705.0,0.0,25,379.0
2025-09-15,SKU0034,618.0,0.0,25,379.0
2025-09-22,SKU0034,542.0,0.0,25,379.0
2025-10-01,SKU0034,416.0,0.0,25,379.0
2025-10-08,SKU0034,316.0,594.0,25,379.0
2025-10-15,SKU0034,200.0,594.0,25,379.0
2025-10-22,SKU0034,38.0,594.0,25,379.0
2025-11-01,SKU0034,510.0,0.0,25,379.0
2025-11-08,SKU0034,447.0,0.0,25,379.0
2025-11-15,SKU0034,342.0,836.0,25,379.0
2025-11-22,SKU0034,1067.0,0.0,25,379.0
2025-12-01,SKU0034,856.0,0.0,25,379.0
2025-12-08,SKU0034,739.0,0.0,25,379.0
2025-12-15,SKU0034,612.0,0.0,25,379.0
2025-12-22,SKU0034,495.0,0.0,25,379.0
2024-09-15,SKU0035,143.0,505.0,29,234.0
2024-09-22,SKU0035,116.0,505.0,29,234.0
2024-10-01,SKU0035,79.0,505.0,29,234.0
2024-10-08,SKU0035,48.0,505.0,29,234.0
2024-10-15,SKU0035,520.0,0.0,29,234.0
2024-10-22,SKU0035,469.0,0.0,29,234.0
2024-11-01,SKU0035,435.0,0.0,29,234.0
2024-11-08,SKU0035,398.0,0.0,29,234.0
2024-11-15,SKU0035,367.0,0.0,29,234.0
2024-11-22,SKU0035,342.0,0.0,29,234.0
2024-12-01,SKU0035,275.0,0.0,29,234.0
2024-12-08,SKU0035,235.0,0.0,29,234.0
2024-12-15,SKU0035,769.0,0.0,29,234.0
2024-12-22,SKU0035,741.0,0.0,29,234.0
2025-01-01,SKU0035,658.0,0.0,29,234.0
2025-01-08,SKU0035,586.0,0.0,29,234.0
2025-01-15,SKU0035,547.0,0.0,29,234.0
2025-01-22,SKU0035,500.0,0.0,29,234.0
2025-02-01,SKU0035,427.0,0.0,29,234.0
2025-02-08,SKU0035,371.0,0.0,29,234.0
2025-02-15,SKU0035,311.0,0.0,29,234.0
2025-02-22,SKU0035,259.0,0.0,29,234.0
2025-03-01,SKU0035,198.0,368.0,29,234.0
2025-03-08,SKU0035,503.0,0.0,29,234.0
2025-03-15,SKU0035,432.0,0.0,29,234.0
2025-03-22,SKU0035,372.0,0.0,29,234.0
2025-04-01,SKU0035,291.0,0.0,29,234.0
2025-04-08,SKU0035,223.0,579.0,29,234.0
2025-04-15,SKU0035,152.0,579.0,29,234.0
2025-04-22,SKU0035,90.0,579.0,29,234.0
2025-05-01,SKU0035,1.0,579.0,29,234.0
2025-05-08,SKU0035,534.0,0.0,29,234.0
2025-05-15,SKU0035,474.0,0.0,29,234.0
2025-05-22,SKU0035,412.0,0.0,29,234.0
2025-06-01,SKU0035,332.0,0.0,29,234.0
2025-06-08,SKU0035,260.0,0.0,29,234.0
2025-06-15,SKU0035,203.0,417.0,29,234.0
2025-06-22,SKU0035,108.0,417.0,29,234.0
2025-07-01,SKU0035,451.0,0.0,29,234.0
2025-07-08,SKU0035,396.0,0.0,29,234.0
2025-07-15,SKU0035,351.0,0.0,29,234.0
2025-07-22,SKU0035,314.0,0.0,29,234.0
2025-08-01,SKU0035,241.0,0.0,29,234.0
2025-08-08,SKU0035,207.0,465.0,29,234.0
2025-08-15,SKU0035,163.0,465.0,29,234.0
2025-08-22,SKU0035,136.0,465.0,29,234.0
2025-09-01,SKU0035,537.0,0.0,29,234.0
2025-09-08,SKU0035,505.0,0.0,29,234.0
2025-09-15,SKU0035,474.0,0.0,29,234.0
2025-09-22,SKU0035,444.0,0.0,29,234.0
2025-10-01,SKU0035,397.0,0.0,29,234.0
2025-10-08,SKU0035,362.0,0.0,29,234.0
2025-10-15,SKU0035,330.0,0.0,29,234.0
2025-10-22,SKU0035,291.0,0.0,29,234.0
2025-11-01,SKU0035,262.0,0.0,29,234.0
2025-11-08,SKU0035,236.0,0.0,29,234.0
2025-11-15,SKU0035,202.0,496.0,29,234.0
2025-11-22,SKU0035,178.0,496.0,29,234.0
2025-12-01,SKU0035,614.0,0.0,29,234.0
2025-12-08,SKU0035,564.0,0.0,29,234.0
2025-12-15,SKU0035,534.0,0.0,29,234.0
2025-12-22,SKU0035,492.0,0.0,29,234.0
2024-08-08,SKU0036,161.0,1361.0,17,745.0
2024-08-15,SKU0036,1.0,1361.0,17,745.0
2024-08-22,SKU0036,1361.0,0.0,17,745.0
2024-09-01,SKU0036,1039.0,0.0,17,745.0
2024-09-08,SKU0036,857.0,0.0,17,745.0
2024-09-15,SKU0036,649.0,1508.0,17,745.0
2024-09-22,SKU0036,440.0,1508.0,17,745.0
2024-10-01,SKU0036,1675.0,0.0,17,745.0
2024-10-08,SKU0036,1470.0,0.0,17,745.0
2024-10-15,SKU0036,1194.0,0.0,17,745.0
2024-10-22,SKU0036,951.0,0.0,17,745.0
2024-11-01,SKU0036,682.0,1336.0,17,745.0
2024-11-08,SKU0036,466.0,1336.0,17,745.0
2024-11-15,SKU0036,1619.0,0.0,17,745.0
2024-11-22,SKU0036,1407.0,0.0,17,745.0
2024-12-01,SKU0036,1099.0,0.0,17,745.0
2024-12-08,SKU0036,921.0,0.0,17,745.0
2024-12-15,SKU0036,723.0,1404.0,17,745.0
2024-12-22,SKU0036,1977.0,0.0,17,745.0
2025-01-01,SKU0036,1695.0,0.0,17,745.0
2025-01-08,SKU0036,1411.0,0.0,17,745.0
2025-01-15,SKU0036,1243.0,0.0,17,745.0
2025-01-22,SKU0036,1070.0,0.0,17,745.0
2025-02-01,SKU0036,885.0,0.0,17,745.0
2025-02-08,SKU0036,755.0,0.0,17,745.0
2025-02-15,SKU0036,599.0,1847.0,17,745.0
2025-02-22,SKU0036,422.0,1847.0,17,745.0
2025-03-01,SKU0036,2120.0,0.0,17,745.0
2025-03-08,SKU0036,1989.0,0.0,17,745.0
2025-03-15,SKU0036,1839.0,0.0,17,745.0
2025-03-22,SKU0036,1683.0,0.0,17,745.0
2025-04-01,SKU0036,1546.0,0.0,17,745.0
2025-04-08,SKU0036,1434.0,0.0,17,745.0
2025-04-15,SKU0036,1336.0,0.0,17,745.0
2025-04-22,SKU0036,1260.0,0.0,17,745.0
2025-05-01,SKU0036,1112.0,0.0,17,745.0
2025-05-08,SKU0036,1006.0,0.0,17,745.0
2025-05-15,SKU0036,893.0,0.0,17,745.0
2025-05-22,SKU0036,813.0,0.0,17,745.0
2025-06-01,SKU0036,751.0,0.0,17,745.0
2025-06-08,SKU0036,2460.0,0.0,17,745.0
2025-06-15,SKU0036,2381.0,0.0,17,745.0
2025-06-22,SKU0036,2305.0,0.0,17,745.0
2025-07-01,SKU0036,2244.0,0.0,17,745.0
2025-07-08,SKU0036,2171.0,0.0,17,745.0
2025-07-15,SKU0036,2080.0,0.0,17,745.0
2025-07-22,SKU0036,2029.0,0.0,17,745.0
2025-08-01,SKU0036,1984.0,0.0,17,745.0
